title,price,engine,transmission,drivetrain,mileage,location
Used 2015 AUDI Q7 PREMIUM PLUS,"$41,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"42,341 miles","Parsippany,NJ(18mi)"
Used 2015 JEEP GRAND CHEROKEE OVERLAND,"$26,655 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"33,835 miles","Totowa,NJ(15mi)"
Used 2011 NISSAN MURANO SL,"$26,655 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"86,745 miles","EastBrunswick,NJ(28mi)"
Certified 2017 BMW X3 XDRIVE35I,"$21,400 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"24,280 miles","Edison,NJ(25mi)"
Certified 2015 ACURA MDX TECHNOLOGY,"$21,400 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"31,990 miles","EastBrunswick,NJ(29mi)"
Used 2012 DODGE JOURNEY SXT,"$44,500 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"86,121 miles","Bath,PA(71mi)"
Used 2010 MERCEDES-BENZ GL-CLASS GL 350 4MATIC,"$44,500 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"82,829 miles","Linden,NJ(14mi)"
Used 2010 NISSAN ROGUE S,"$43,995 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"90,543 miles","Totowa,NJ(15mi)"
Certified 2015 ACURA RDX TECHNOLOGY,"$43,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"42,025 miles","EastBrunswick,NJ(29mi)"
Certified 2017 BMW X1 XDRIVE28I,"$13,474 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"7,164 miles","Wayne,NJ(18mi)"
Used 2016 JEEP RENEGADE LIMITED,"$16,694 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainFWD,"46,910 miles","SouthAmboy,NJ(24mi)"
Used 2015 JEEP PATRIOT SPORT,"$16,694 ",Engine4 Cyl,TransmissionAutomatic,Drivetrain4WD,"54,159 miles","Parsippany,NJ(23mi)"
Used 2017 VOLVO XC90 T5 MOMENTUM,"$12,999 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"7,715 miles","Wall,NJ(37mi)"
Certified 2015 BMW X1 XDRIVE28I,"$12,999 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"26,318 miles","Morristown,NJ(23mi)"
Certified 2013 ACURA RDX BASE,"$41,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"66,769 miles","Verona,NJ(12mi)"
Used 2015 AUDI Q7 PREMIUM PLUS,"$41,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"42,341 miles","Parsippany,NJ(18mi)"
Used 2015 JEEP GRAND CHEROKEE OVERLAND,"$26,655 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"33,835 miles","Totowa,NJ(15mi)"
Used 2011 NISSAN MURANO SL,"$26,655 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"86,745 miles","EastBrunswick,NJ(28mi)"
Certified 2017 BMW X3 XDRIVE35I,"$21,400 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"24,280 miles","Edison,NJ(25mi)"
Certified 2015 ACURA MDX TECHNOLOGY,"$21,400 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"31,990 miles","EastBrunswick,NJ(29mi)"
Used 2012 DODGE JOURNEY SXT,"$44,500 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"86,121 miles","Bath,PA(71mi)"
Used 2010 MERCEDES-BENZ GL-CLASS GL 350 4MATIC,"$44,500 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"82,829 miles","Linden,NJ(14mi)"
Used 2010 NISSAN ROGUE S,"$43,995 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"90,543 miles","Totowa,NJ(15mi)"
Certified 2015 ACURA RDX TECHNOLOGY,"$43,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"42,025 miles","EastBrunswick,NJ(29mi)"
Certified 2017 BMW X1 XDRIVE28I,"$13,474 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"7,164 miles","Wayne,NJ(18mi)"
Used 2016 JEEP RENEGADE LIMITED,"$16,694 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainFWD,"46,910 miles","SouthAmboy,NJ(24mi)"
Used 2015 JEEP PATRIOT SPORT,"$16,694 ",Engine4 Cyl,TransmissionAutomatic,Drivetrain4WD,"54,159 miles","Parsippany,NJ(23mi)"
Used 2017 VOLVO XC90 T5 MOMENTUM,"$12,999 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"7,715 miles","Wall,NJ(37mi)"
Certified 2015 BMW X1 XDRIVE28I,"$12,999 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"26,318 miles","Morristown,NJ(23mi)"
Certified 2013 ACURA RDX BASE,"$41,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"66,769 miles","Verona,NJ(12mi)"
Used 2015 AUDI Q7 PREMIUM PLUS,"$41,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"42,341 miles","Parsippany,NJ(18mi)"
Used 2015 JEEP GRAND CHEROKEE OVERLAND,"$26,655 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"33,835 miles","Totowa,NJ(15mi)"
Used 2011 NISSAN MURANO SL,"$26,655 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"86,745 miles","EastBrunswick,NJ(28mi)"
Certified 2017 BMW X3 XDRIVE35I,"$21,400 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"24,280 miles","Edison,NJ(25mi)"
Certified 2015 ACURA MDX TECHNOLOGY,"$21,400 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"31,990 miles","EastBrunswick,NJ(29mi)"
Used 2012 DODGE JOURNEY SXT,"$44,500 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"86,121 miles","Bath,PA(71mi)"
Used 2010 MERCEDES-BENZ GL-CLASS GL 350 4MATIC,"$44,500 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"82,829 miles","Linden,NJ(14mi)"
Used 2010 NISSAN ROGUE S,"$43,995 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"90,543 miles","Totowa,NJ(15mi)"
Certified 2015 ACURA RDX TECHNOLOGY,"$43,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"42,025 miles","EastBrunswick,NJ(29mi)"
Certified 2017 BMW X1 XDRIVE28I,"$13,474 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"7,164 miles","Wayne,NJ(18mi)"
Used 2016 JEEP RENEGADE LIMITED,"$16,694 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainFWD,"46,910 miles","SouthAmboy,NJ(24mi)"
Used 2015 JEEP PATRIOT SPORT,"$16,694 ",Engine4 Cyl,TransmissionAutomatic,Drivetrain4WD,"54,159 miles","Parsippany,NJ(23mi)"
Used 2017 VOLVO XC90 T5 MOMENTUM,"$12,999 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"7,715 miles","Wall,NJ(37mi)"
Certified 2015 BMW X1 XDRIVE28I,"$12,999 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"26,318 miles","Morristown,NJ(23mi)"
Certified 2013 ACURA RDX BASE,"$41,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"66,769 miles","Verona,NJ(12mi)"
Used 2015 AUDI Q7 PREMIUM PLUS,"$41,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"42,341 miles","Parsippany,NJ(18mi)"
Used 2015 JEEP GRAND CHEROKEE OVERLAND,"$26,655 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"33,835 miles","Totowa,NJ(15mi)"
Used 2011 NISSAN MURANO SL,"$26,655 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"86,745 miles","EastBrunswick,NJ(28mi)"
Certified 2017 BMW X3 XDRIVE35I,"$21,400 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"24,280 miles","Edison,NJ(25mi)"
Certified 2015 ACURA MDX TECHNOLOGY,"$21,400 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"31,990 miles","EastBrunswick,NJ(29mi)"
Used 2012 DODGE JOURNEY SXT,"$44,500 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"86,121 miles","Bath,PA(71mi)"
Used 2010 MERCEDES-BENZ GL-CLASS GL 350 4MATIC,"$44,500 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"82,829 miles","Linden,NJ(14mi)"
Used 2010 NISSAN ROGUE S,"$43,995 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"90,543 miles","Totowa,NJ(15mi)"
Certified 2015 ACURA RDX TECHNOLOGY,"$43,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"42,025 miles","EastBrunswick,NJ(29mi)"
Certified 2017 BMW X1 XDRIVE28I,"$13,474 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"7,164 miles","Wayne,NJ(18mi)"
Used 2016 JEEP RENEGADE LIMITED,"$16,694 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainFWD,"46,910 miles","SouthAmboy,NJ(24mi)"
Used 2015 JEEP PATRIOT SPORT,"$16,694 ",Engine4 Cyl,TransmissionAutomatic,Drivetrain4WD,"54,159 miles","Parsippany,NJ(23mi)"
Used 2017 VOLVO XC90 T5 MOMENTUM,"$12,999 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"7,715 miles","Wall,NJ(37mi)"
Certified 2015 BMW X1 XDRIVE28I,"$12,999 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"26,318 miles","Morristown,NJ(23mi)"
Certified 2013 ACURA RDX BASE,"$41,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"66,769 miles","Verona,NJ(12mi)"
Used 2015 AUDI Q7 PREMIUM PLUS,"$41,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"42,341 miles","Parsippany,NJ(18mi)"
Used 2015 JEEP GRAND CHEROKEE OVERLAND,"$26,655 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"33,835 miles","Totowa,NJ(15mi)"
Used 2011 NISSAN MURANO SL,"$26,655 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"86,745 miles","EastBrunswick,NJ(28mi)"
Certified 2017 BMW X3 XDRIVE35I,"$21,400 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"24,280 miles","Edison,NJ(25mi)"
Certified 2015 ACURA MDX TECHNOLOGY,"$21,400 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"31,990 miles","EastBrunswick,NJ(29mi)"
Used 2012 DODGE JOURNEY SXT,"$44,500 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"86,121 miles","Bath,PA(71mi)"
Used 2010 MERCEDES-BENZ GL-CLASS GL 350 4MATIC,"$44,500 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"82,829 miles","Linden,NJ(14mi)"
Used 2010 NISSAN ROGUE S,"$43,995 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"90,543 miles","Totowa,NJ(15mi)"
Certified 2015 ACURA RDX TECHNOLOGY,"$43,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"42,025 miles","EastBrunswick,NJ(29mi)"
Certified 2017 BMW X1 XDRIVE28I,"$13,474 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"7,164 miles","Wayne,NJ(18mi)"
Used 2016 JEEP RENEGADE LIMITED,"$16,694 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainFWD,"46,910 miles","SouthAmboy,NJ(24mi)"
Used 2015 JEEP PATRIOT SPORT,"$16,694 ",Engine4 Cyl,TransmissionAutomatic,Drivetrain4WD,"54,159 miles","Parsippany,NJ(23mi)"
Used 2017 VOLVO XC90 T5 MOMENTUM,"$12,999 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"7,715 miles","Wall,NJ(37mi)"
Certified 2015 BMW X1 XDRIVE28I,"$12,999 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"26,318 miles","Morristown,NJ(23mi)"
Certified 2013 ACURA RDX BASE,"$41,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"66,769 miles","Verona,NJ(12mi)"
Used 2015 AUDI Q7 PREMIUM PLUS,"$41,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"42,341 miles","Parsippany,NJ(18mi)"
Used 2015 JEEP GRAND CHEROKEE OVERLAND,"$26,655 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"33,835 miles","Totowa,NJ(15mi)"
Used 2011 NISSAN MURANO SL,"$26,655 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"86,745 miles","EastBrunswick,NJ(28mi)"
Certified 2017 BMW X3 XDRIVE35I,"$21,400 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"24,280 miles","Edison,NJ(25mi)"
Certified 2015 ACURA MDX TECHNOLOGY,"$21,400 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"31,990 miles","EastBrunswick,NJ(29mi)"
Used 2012 DODGE JOURNEY SXT,"$44,500 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"86,121 miles","Bath,PA(71mi)"
Used 2010 MERCEDES-BENZ GL-CLASS GL 350 4MATIC,"$44,500 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"82,829 miles","Linden,NJ(14mi)"
Used 2010 NISSAN ROGUE S,"$43,995 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"90,543 miles","Totowa,NJ(15mi)"
Certified 2015 ACURA RDX TECHNOLOGY,"$43,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"42,025 miles","EastBrunswick,NJ(29mi)"
Certified 2017 BMW X1 XDRIVE28I,"$13,474 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"7,164 miles","Wayne,NJ(18mi)"
Used 2016 JEEP RENEGADE LIMITED,"$16,694 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainFWD,"46,910 miles","SouthAmboy,NJ(24mi)"
Used 2015 JEEP PATRIOT SPORT,"$16,694 ",Engine4 Cyl,TransmissionAutomatic,Drivetrain4WD,"54,159 miles","Parsippany,NJ(23mi)"
Used 2017 VOLVO XC90 T5 MOMENTUM,"$12,999 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"7,715 miles","Wall,NJ(37mi)"
Certified 2015 BMW X1 XDRIVE28I,"$12,999 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"26,318 miles","Morristown,NJ(23mi)"
Certified 2013 ACURA RDX BASE,"$41,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"66,769 miles","Verona,NJ(12mi)"
Used 2015 AUDI Q7 PREMIUM PLUS,"$41,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"42,341 miles","Parsippany,NJ(18mi)"
Used 2015 JEEP GRAND CHEROKEE OVERLAND,"$26,655 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"33,835 miles","Totowa,NJ(15mi)"
Used 2011 NISSAN MURANO SL,"$26,655 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"86,745 miles","EastBrunswick,NJ(28mi)"
Certified 2017 BMW X3 XDRIVE35I,"$21,400 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"24,280 miles","Edison,NJ(25mi)"
Certified 2015 ACURA MDX TECHNOLOGY,"$21,400 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"31,990 miles","EastBrunswick,NJ(29mi)"
Used 2012 DODGE JOURNEY SXT,"$44,500 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"86,121 miles","Bath,PA(71mi)"
Used 2010 MERCEDES-BENZ GL-CLASS GL 350 4MATIC,"$44,500 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"82,829 miles","Linden,NJ(14mi)"
Used 2010 NISSAN ROGUE S,"$43,995 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"90,543 miles","Totowa,NJ(15mi)"
Certified 2015 ACURA RDX TECHNOLOGY,"$43,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"42,025 miles","EastBrunswick,NJ(29mi)"
Certified 2017 BMW X1 XDRIVE28I,"$13,474 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"7,164 miles","Wayne,NJ(18mi)"
Used 2016 JEEP RENEGADE LIMITED,"$16,694 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainFWD,"46,910 miles","SouthAmboy,NJ(24mi)"
Used 2015 JEEP PATRIOT SPORT,"$16,694 ",Engine4 Cyl,TransmissionAutomatic,Drivetrain4WD,"54,159 miles","Parsippany,NJ(23mi)"
Used 2017 VOLVO XC90 T5 MOMENTUM,"$12,999 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"7,715 miles","Wall,NJ(37mi)"
Certified 2015 BMW X1 XDRIVE28I,"$12,999 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"26,318 miles","Morristown,NJ(23mi)"
Certified 2013 ACURA RDX BASE,"$41,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"66,769 miles","Verona,NJ(12mi)"
Used 2015 AUDI Q7 PREMIUM PLUS,"$41,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"42,341 miles","Parsippany,NJ(18mi)"
Used 2015 JEEP GRAND CHEROKEE OVERLAND,"$26,655 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"33,835 miles","Totowa,NJ(15mi)"
Used 2011 NISSAN MURANO SL,"$26,655 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"86,745 miles","EastBrunswick,NJ(28mi)"
Certified 2017 BMW X3 XDRIVE35I,"$21,400 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"24,280 miles","Edison,NJ(25mi)"
Certified 2015 ACURA MDX TECHNOLOGY,"$21,400 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"31,990 miles","EastBrunswick,NJ(29mi)"
Used 2012 DODGE JOURNEY SXT,"$44,500 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"86,121 miles","Bath,PA(71mi)"
Used 2010 MERCEDES-BENZ GL-CLASS GL 350 4MATIC,"$44,500 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"82,829 miles","Linden,NJ(14mi)"
Used 2010 NISSAN ROGUE S,"$43,995 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"90,543 miles","Totowa,NJ(15mi)"
Certified 2015 ACURA RDX TECHNOLOGY,"$43,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"42,025 miles","EastBrunswick,NJ(29mi)"
Certified 2017 BMW X1 XDRIVE28I,"$13,474 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"7,164 miles","Wayne,NJ(18mi)"
Used 2016 JEEP RENEGADE LIMITED,"$16,694 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainFWD,"46,910 miles","SouthAmboy,NJ(24mi)"
Used 2015 JEEP PATRIOT SPORT,"$16,694 ",Engine4 Cyl,TransmissionAutomatic,Drivetrain4WD,"54,159 miles","Parsippany,NJ(23mi)"
Used 2017 VOLVO XC90 T5 MOMENTUM,"$12,999 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"7,715 miles","Wall,NJ(37mi)"
Certified 2015 BMW X1 XDRIVE28I,"$12,999 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"26,318 miles","Morristown,NJ(23mi)"
Certified 2013 ACURA RDX BASE,"$41,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"66,769 miles","Verona,NJ(12mi)"
Used 2015 AUDI Q7 PREMIUM PLUS,"$41,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"42,341 miles","Parsippany,NJ(18mi)"
Used 2015 JEEP GRAND CHEROKEE OVERLAND,"$26,655 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"33,835 miles","Totowa,NJ(15mi)"
Used 2011 NISSAN MURANO SL,"$26,655 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"86,745 miles","EastBrunswick,NJ(28mi)"
Certified 2017 BMW X3 XDRIVE35I,"$21,400 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"24,280 miles","Edison,NJ(25mi)"
Certified 2015 ACURA MDX TECHNOLOGY,"$21,400 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"31,990 miles","EastBrunswick,NJ(29mi)"
Used 2012 DODGE JOURNEY SXT,"$44,500 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"86,121 miles","Bath,PA(71mi)"
Used 2010 MERCEDES-BENZ GL-CLASS GL 350 4MATIC,"$44,500 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"82,829 miles","Linden,NJ(14mi)"
Used 2010 NISSAN ROGUE S,"$43,995 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"90,543 miles","Totowa,NJ(15mi)"
Certified 2015 ACURA RDX TECHNOLOGY,"$43,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"42,025 miles","EastBrunswick,NJ(29mi)"
Certified 2017 BMW X1 XDRIVE28I,"$13,474 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"7,164 miles","Wayne,NJ(18mi)"
Used 2016 JEEP RENEGADE LIMITED,"$16,694 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainFWD,"46,910 miles","SouthAmboy,NJ(24mi)"
Used 2015 JEEP PATRIOT SPORT,"$16,694 ",Engine4 Cyl,TransmissionAutomatic,Drivetrain4WD,"54,159 miles","Parsippany,NJ(23mi)"
Used 2017 VOLVO XC90 T5 MOMENTUM,"$12,999 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"7,715 miles","Wall,NJ(37mi)"
Certified 2015 BMW X1 XDRIVE28I,"$12,999 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"26,318 miles","Morristown,NJ(23mi)"
Certified 2013 ACURA RDX BASE,"$41,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"66,769 miles","Verona,NJ(12mi)"
Used 2015 AUDI Q7 PREMIUM PLUS,"$41,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"42,341 miles","Parsippany,NJ(18mi)"
Used 2015 JEEP GRAND CHEROKEE OVERLAND,"$26,655 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"33,835 miles","Totowa,NJ(15mi)"
Used 2011 NISSAN MURANO SL,"$26,655 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"86,745 miles","EastBrunswick,NJ(28mi)"
Certified 2017 BMW X3 XDRIVE35I,"$21,400 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"24,280 miles","Edison,NJ(25mi)"
Certified 2015 ACURA MDX TECHNOLOGY,"$21,400 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"31,990 miles","EastBrunswick,NJ(29mi)"
Used 2012 DODGE JOURNEY SXT,"$44,500 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"86,121 miles","Bath,PA(71mi)"
Used 2010 MERCEDES-BENZ GL-CLASS GL 350 4MATIC,"$44,500 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"82,829 miles","Linden,NJ(14mi)"
Used 2010 NISSAN ROGUE S,"$43,995 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"90,543 miles","Totowa,NJ(15mi)"
Certified 2015 ACURA RDX TECHNOLOGY,"$43,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"42,025 miles","EastBrunswick,NJ(29mi)"
Certified 2017 BMW X1 XDRIVE28I,"$13,474 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"7,164 miles","Wayne,NJ(18mi)"
Used 2016 JEEP RENEGADE LIMITED,"$16,694 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainFWD,"46,910 miles","SouthAmboy,NJ(24mi)"
Used 2015 JEEP PATRIOT SPORT,"$16,694 ",Engine4 Cyl,TransmissionAutomatic,Drivetrain4WD,"54,159 miles","Parsippany,NJ(23mi)"
Used 2017 VOLVO XC90 T5 MOMENTUM,"$12,999 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"7,715 miles","Wall,NJ(37mi)"
Certified 2015 BMW X1 XDRIVE28I,"$12,999 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"26,318 miles","Morristown,NJ(23mi)"
Certified 2013 ACURA RDX BASE,"$41,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"66,769 miles","Verona,NJ(12mi)"
Used 2015 AUDI Q7 PREMIUM PLUS,"$41,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"42,341 miles","Parsippany,NJ(18mi)"
Used 2015 JEEP GRAND CHEROKEE OVERLAND,"$26,655 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"33,835 miles","Totowa,NJ(15mi)"
Used 2011 NISSAN MURANO SL,"$26,655 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"86,745 miles","EastBrunswick,NJ(28mi)"
Certified 2017 BMW X3 XDRIVE35I,"$21,400 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"24,280 miles","Edison,NJ(25mi)"
Certified 2015 ACURA MDX TECHNOLOGY,"$21,400 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"31,990 miles","EastBrunswick,NJ(29mi)"
Used 2012 DODGE JOURNEY SXT,"$44,500 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"86,121 miles","Bath,PA(71mi)"
Used 2010 MERCEDES-BENZ GL-CLASS GL 350 4MATIC,"$44,500 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"82,829 miles","Linden,NJ(14mi)"
Used 2010 NISSAN ROGUE S,"$43,995 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"90,543 miles","Totowa,NJ(15mi)"
Certified 2015 ACURA RDX TECHNOLOGY,"$43,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"42,025 miles","EastBrunswick,NJ(29mi)"
Certified 2017 BMW X1 XDRIVE28I,"$13,474 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"7,164 miles","Wayne,NJ(18mi)"
Used 2016 JEEP RENEGADE LIMITED,"$16,694 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainFWD,"46,910 miles","SouthAmboy,NJ(24mi)"
Used 2015 JEEP PATRIOT SPORT,"$16,694 ",Engine4 Cyl,TransmissionAutomatic,Drivetrain4WD,"54,159 miles","Parsippany,NJ(23mi)"
Used 2017 VOLVO XC90 T5 MOMENTUM,"$12,999 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"7,715 miles","Wall,NJ(37mi)"
